#ies_format_version: 1.0
#file: 20260204_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260204;	165616;	1770204376.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165620;	1770204380.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165624;	1770204384.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165628;	1770204388.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165632;	1770204392.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165636;	1770204396.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165640;	1770204400.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165644;	1770204404.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165648;	1770204408.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165652;	1770204412.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165656;	1770204416.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165700;	1770204420.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165704;	1770204424.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165708;	1770204428.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165712;	1770204432.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165716;	1770204436.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165720;	1770204440.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165724;	1770204444.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165728;	1770204448.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165732;	1770204452.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165736;	1770204456.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165740;	1770204460.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165744;	1770204464.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165748;	1770204468.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165752;	1770204472.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165756;	1770204476.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165800;	1770204480.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165804;	1770204484.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165808;	1770204488.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165812;	1770204492.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165816;	1770204496.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165820;	1770204500.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165824;	1770204504.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165828;	1770204508.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165832;	1770204512.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165836;	1770204516.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165840;	1770204520.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165844;	1770204524.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165848;	1770204528.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165852;	1770204532.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165856;	1770204536.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165900;	1770204540.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165904;	1770204544.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165908;	1770204548.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165912;	1770204552.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165916;	1770204556.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165920;	1770204560.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165924;	1770204564.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165928;	1770204568.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165932;	1770204572.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165936;	1770204576.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165940;	1770204580.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165944;	1770204584.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165948;	1770204588.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165952;	1770204592.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	165956;	1770204596.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170000;	1770204600.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170004;	1770204604.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170008;	1770204608.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170012;	1770204612.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170016;	1770204616.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170020;	1770204620.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170024;	1770204624.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170028;	1770204628.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170032;	1770204632.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170036;	1770204636.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170040;	1770204640.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170044;	1770204644.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170048;	1770204648.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170052;	1770204652.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170056;	1770204656.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170100;	1770204660.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170104;	1770204664.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170108;	1770204668.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170112;	1770204672.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170116;	1770204676.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170120;	1770204680.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170124;	1770204684.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170128;	1770204688.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170132;	1770204692.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170136;	1770204696.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170140;	1770204700.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170144;	1770204704.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170148;	1770204708.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170152;	1770204712.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170156;	1770204716.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170200;	1770204720.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170204;	1770204724.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170208;	1770204728.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170212;	1770204732.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170216;	1770204736.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170220;	1770204740.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170224;	1770204744.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170228;	1770204748.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170232;	1770204752.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170236;	1770204756.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170240;	1770204760.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170244;	1770204764.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170248;	1770204768.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170252;	1770204772.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170256;	1770204776.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170300;	1770204780.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170304;	1770204784.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170308;	1770204788.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170312;	1770204792.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170316;	1770204796.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170320;	1770204800.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170324;	1770204804.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170328;	1770204808.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170332;	1770204812.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170336;	1770204816.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170340;	1770204820.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170344;	1770204824.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170348;	1770204828.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170352;	1770204832.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170356;	1770204836.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170400;	1770204840.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170404;	1770204844.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170408;	1770204848.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170412;	1770204852.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170416;	1770204856.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170420;	1770204860.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170424;	1770204864.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170428;	1770204868.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170432;	1770204872.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170436;	1770204876.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170440;	1770204880.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170444;	1770204884.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170448;	1770204888.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170452;	1770204892.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170456;	1770204896.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170500;	1770204900.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170504;	1770204904.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170508;	1770204908.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170512;	1770204912.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170516;	1770204916.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170520;	1770204920.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170524;	1770204924.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170528;	1770204928.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170532;	1770204932.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170536;	1770204936.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170540;	1770204940.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170544;	1770204944.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170548;	1770204948.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170552;	1770204952.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170556;	1770204956.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170600;	1770204960.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170604;	1770204964.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170608;	1770204968.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170612;	1770204972.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170616;	1770204976.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170620;	1770204980.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170624;	1770204984.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170628;	1770204988.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170632;	1770204992.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170636;	1770204996.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170640;	1770205000.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170644;	1770205004.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170648;	1770205008.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170652;	1770205012.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170656;	1770205016.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170700;	1770205020.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170704;	1770205024.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170708;	1770205028.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170712;	1770205032.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170716;	1770205036.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170720;	1770205040.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170724;	1770205044.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170728;	1770205048.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170732;	1770205052.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170736;	1770205056.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170740;	1770205060.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170744;	1770205064.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170748;	1770205068.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170752;	1770205072.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170756;	1770205076.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170800;	1770205080.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170804;	1770205084.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170808;	1770205088.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170812;	1770205092.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170816;	1770205096.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170820;	1770205100.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170824;	1770205104.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170828;	1770205108.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170832;	1770205112.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170836;	1770205116.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170840;	1770205120.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170844;	1770205124.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170848;	1770205128.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170852;	1770205132.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170856;	1770205136.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170900;	1770205140.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170904;	1770205144.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170908;	1770205148.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170912;	1770205152.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170916;	1770205156.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170920;	1770205160.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170924;	1770205164.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170928;	1770205168.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170932;	1770205172.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170936;	1770205176.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170940;	1770205180.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170944;	1770205184.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170948;	1770205188.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170952;	1770205192.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	170956;	1770205196.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171000;	1770205200.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171004;	1770205204.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171008;	1770205208.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171012;	1770205212.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171016;	1770205216.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171020;	1770205220.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171024;	1770205224.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171028;	1770205228.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171032;	1770205232.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171036;	1770205236.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171040;	1770205240.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171044;	1770205244.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171048;	1770205248.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171052;	1770205252.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171056;	1770205256.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171100;	1770205260.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171104;	1770205264.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171108;	1770205268.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171112;	1770205272.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171116;	1770205276.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171120;	1770205280.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171124;	1770205284.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171128;	1770205288.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171132;	1770205292.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171136;	1770205296.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171140;	1770205300.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171144;	1770205304.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171148;	1770205308.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171152;	1770205312.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171156;	1770205316.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171200;	1770205320.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171204;	1770205324.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171208;	1770205328.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171212;	1770205332.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171216;	1770205336.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171220;	1770205340.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171224;	1770205344.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171228;	1770205348.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171232;	1770205352.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171236;	1770205356.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171240;	1770205360.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171244;	1770205364.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171248;	1770205368.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171252;	1770205372.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171256;	1770205376.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171300;	1770205380.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171304;	1770205384.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171308;	1770205388.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171312;	1770205392.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171316;	1770205396.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171320;	1770205400.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171324;	1770205404.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171328;	1770205408.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260204;	171332;	1770205412.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
