#ies_format_version: 1.0
#file: 20260205_4000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 4.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec61850_measurement1;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.stVal
#005;	iec61850_measurement2;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Mod.ctlModel
#006;	iec61850_measurement3;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Beh.stVal
#007;	iec61850_measurement4;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Health.stVal
#008;	iec61850_measurement5;	FALSE;	TRUE;	0;	other;	DOUBLE,9. Readings for Loc.stVal
#009;	modbus_register1;	FALSE;	TRUE;	0;	other;	SHORT,7. -
#010;	modbus_register2;	FALSE;	TRUE;	0;	other;	SHORT,7. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec61850_measurement1;	iec61850_measurement2;	iec61850_measurement3;	iec61850_measurement4;	iec61850_measurement5;	modbus_register1;	modbus_register2
20260205;	174744;	1770293864.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174748;	1770293868.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174752;	1770293872.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174756;	1770293876.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174800;	1770293880.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174804;	1770293884.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174808;	1770293888.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174812;	1770293892.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174816;	1770293896.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174820;	1770293900.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174824;	1770293904.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174828;	1770293908.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174832;	1770293912.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174836;	1770293916.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174840;	1770293920.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174844;	1770293924.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174848;	1770293928.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174852;	1770293932.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174856;	1770293936.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174900;	1770293940.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174904;	1770293944.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174908;	1770293948.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174912;	1770293952.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174916;	1770293956.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174920;	1770293960.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174924;	1770293964.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174928;	1770293968.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174932;	1770293972.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174936;	1770293976.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174940;	1770293980.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174944;	1770293984.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174948;	1770293988.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174952;	1770293992.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	174956;	1770293996.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175000;	1770294000.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175004;	1770294004.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175008;	1770294008.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175012;	1770294012.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175016;	1770294016.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175020;	1770294020.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175024;	1770294024.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175028;	1770294028.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175032;	1770294032.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175036;	1770294036.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175040;	1770294040.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175044;	1770294044.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175048;	1770294048.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175052;	1770294052.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175056;	1770294056.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175100;	1770294060.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175104;	1770294064.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175108;	1770294068.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175112;	1770294072.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175116;	1770294076.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175120;	1770294080.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175124;	1770294084.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175128;	1770294088.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175132;	1770294092.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175136;	1770294096.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175140;	1770294100.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175144;	1770294104.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175148;	1770294108.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175152;	1770294112.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175156;	1770294116.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175200;	1770294120.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175204;	1770294124.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175208;	1770294128.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175212;	1770294132.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175216;	1770294136.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175220;	1770294140.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175224;	1770294144.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175228;	1770294148.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175232;	1770294152.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175236;	1770294156.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175240;	1770294160.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175244;	1770294164.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175248;	1770294168.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175252;	1770294172.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175256;	1770294176.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175300;	1770294180.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175304;	1770294184.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175308;	1770294188.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175312;	1770294192.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175316;	1770294196.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175320;	1770294200.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175324;	1770294204.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175328;	1770294208.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175332;	1770294212.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175336;	1770294216.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175340;	1770294220.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175344;	1770294224.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175348;	1770294228.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175352;	1770294232.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175356;	1770294236.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175400;	1770294240.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175404;	1770294244.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175408;	1770294248.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175412;	1770294252.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175416;	1770294256.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175420;	1770294260.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175424;	1770294264.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175428;	1770294268.000;	    err32;	    err32;	    err32;	    err32;	    err32;	  err32;	  err32
20260205;	175432;	1770294272.000;	     err9;	     err9;	     err9;	     err9;	     err9;	   err7;	   err7
20260205;	175436;	1770294276.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175440;	1770294280.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175444;	1770294284.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175448;	1770294288.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175452;	1770294292.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175456;	1770294296.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175500;	1770294300.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175504;	1770294304.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175508;	1770294308.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175512;	1770294312.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175516;	1770294316.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175520;	1770294320.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175524;	1770294324.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175528;	1770294328.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175532;	1770294332.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175536;	1770294336.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175540;	1770294340.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175544;	1770294344.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175548;	1770294348.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175552;	1770294352.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175556;	1770294356.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175600;	1770294360.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175604;	1770294364.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175608;	1770294368.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175612;	1770294372.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175616;	1770294376.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175620;	1770294380.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175624;	1770294384.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175628;	1770294388.000;	     err9;	     err9;	     err9;	     err9;	     err9;	      5;	      0
20260205;	175632;	1770294392.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      5;	      0
20260205;	175636;	1770294396.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      5;	      0
20260205;	175640;	1770294400.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      5;	      0
20260205;	175644;	1770294404.000;	     err8;	     err8;	     err8;	     err8;	     err8;	      5;	      0
20260205;	175648;	1770294408.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175652;	1770294412.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175656;	1770294416.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175700;	1770294420.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175704;	1770294424.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175708;	1770294428.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175712;	1770294432.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175716;	1770294436.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175720;	1770294440.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175724;	1770294444.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175728;	1770294448.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175732;	1770294452.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175736;	1770294456.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175740;	1770294460.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175744;	1770294464.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175748;	1770294468.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175752;	1770294472.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175756;	1770294476.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175800;	1770294480.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175804;	1770294484.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175808;	1770294488.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175812;	1770294492.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175816;	1770294496.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175820;	1770294500.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175824;	1770294504.000;	   +1.000;	   +0.000;	   +1.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175828;	1770294508.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175832;	1770294512.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175836;	1770294516.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175840;	1770294520.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175844;	1770294524.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175848;	1770294528.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175852;	1770294532.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175856;	1770294536.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175900;	1770294540.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175904;	1770294544.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175908;	1770294548.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175912;	1770294552.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175916;	1770294556.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175920;	1770294560.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175924;	1770294564.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175928;	1770294568.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175932;	1770294572.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175936;	1770294576.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175940;	1770294580.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175944;	1770294584.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175948;	1770294588.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175952;	1770294592.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	175956;	1770294596.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180000;	1770294600.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180004;	1770294604.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180008;	1770294608.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180012;	1770294612.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180016;	1770294616.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180020;	1770294620.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180024;	1770294624.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180028;	1770294628.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180032;	1770294632.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180036;	1770294636.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180040;	1770294640.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180044;	1770294644.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180048;	1770294648.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180052;	1770294652.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180056;	1770294656.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180100;	1770294660.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180104;	1770294664.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180108;	1770294668.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180112;	1770294672.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180116;	1770294676.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180120;	1770294680.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180124;	1770294684.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180128;	1770294688.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180132;	1770294692.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180136;	1770294696.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180140;	1770294700.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180144;	1770294704.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180148;	1770294708.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180152;	1770294712.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180156;	1770294716.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180200;	1770294720.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180204;	1770294724.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180208;	1770294728.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180212;	1770294732.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180216;	1770294736.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180220;	1770294740.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180224;	1770294744.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180228;	1770294748.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180232;	1770294752.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180236;	1770294756.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180240;	1770294760.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180244;	1770294764.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180248;	1770294768.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180252;	1770294772.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180256;	1770294776.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180300;	1770294780.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180304;	1770294784.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180308;	1770294788.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180312;	1770294792.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180316;	1770294796.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180320;	1770294800.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180324;	1770294804.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180328;	1770294808.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180332;	1770294812.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180336;	1770294816.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180340;	1770294820.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180344;	1770294824.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180348;	1770294828.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180352;	1770294832.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180356;	1770294836.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180400;	1770294840.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180404;	1770294844.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
20260205;	180408;	1770294848.000;	  +44.000;	   +0.000;	   +5.000;	   +1.000;	   +0.000;	      5;	      0
